"Index","Open","High","Low","Close","Volume"
2058-01-03,673.2,676.8,664.2,672.75,17721
2058-01-04,673.2,675,664.2,664.65,8127
2058-01-05,665.1,667.8,657.9,661.23,4635
2058-01-06,661.5,662.4,653.04,654.48,4437
2058-01-07,648.9,652.95,646.47,649.08,4194
2058-01-08,650.34,657.9,649.98,657,4599
2058-01-09,654.75,655.2,650.25,652.68,3240
2058-01-10,652.05,657.45,650.7,656.37,3843
2058-01-11,660.15,674.1,660.15,668.7,10548
2058-01-12,669.6,674.82,663.3,664.11,5751
2058-01-13,661.95,683.1,661.95,682.65,15030
2058-01-14,682.2,682.65,670.5,677.79,8739
2058-01-15,677.7,687.6,676.8,686.88,7992
2058-01-16,687.15,687.6,677.25,680.85,6741
2058-01-17,683.55,688.5,682.65,687.6,5355
2058-01-18,691.2,693,670.5,674.19,13446
2058-01-19,673.65,674.01,653.85,654.48,9774
2058-01-20,655.2,660.15,653.4,657.9,6669
2058-01-21,652.05,653.4,643.5,645.84,8568
2058-01-22,646.2,648.45,643.05,647.1,4221
2058-01-23,674.1,674.1,674.1,674.1,2835
2058-01-24,674.1,677.7,665.1,673.29,8613
2058-01-25,675.9,677.7,670.05,673.2,10233
2058-01-26,674.1,678.6,668.43,670.32,4923
2058-01-27,666.9,667.35,655.65,655.92,7263
2058-01-28,657.45,661.5,653.4,661.05,7659
2058-01-29,674.55,676.8,665.28,666.27,6390
2058-01-30,671.4,673.2,667.8,671.58,12717
2058-01-31,669.6,681.66,667.8,681.48,6399
2058-02-01,684,686.7,679.5,684,1413
2058-02-02,684,684,678.15,679.5,351
2058-02-03,679.5,680.85,679.5,679.5,324
2058-02-04,681.21,681.3,670.5,673.02,1125
2058-02-05,675.9,676.8,673.2,676.8,441
2058-02-06,689.4,695.7,689.4,693,693
2058-02-07,691.65,691.65,685.8,685.8,378
2058-02-08,677.7,693,677.7,684.45,1521
2058-02-09,692.1,698.85,688.5,698.85,2268
2058-02-10,698.85,698.85,674.1,677.7,261
2058-02-11,679.5,679.5,675.27,675.27,261
2058-02-12,685.8,687.6,676.44,678.6,50040
2058-02-13,660.6,663.75,656.1,658.8,130527
2058-02-14,661.5,664.02,658.44,660.87,47547
2058-02-15,662.85,669.6,662.85,667.08,44037
2058-02-16,665.55,666,657.45,658.08,56403
2058-02-17,657,657.9,653.85,655.02,79290
2058-02-18,651.24,653.4,643.5,644.85,131130
2058-02-19,648,651.6,640.35,647.28,88767
2058-02-20,651.6,661.5,651.6,655.92,68877
2058-02-21,655.2,658.8,652.95,657.72,32292
2058-02-22,656.1,657,647.1,649.8,63837
2058-02-23,648.9,658.8,648.9,652.86,44325
2058-02-24,655.65,660.06,651.6,654.75,37908
2058-02-25,657,660.6,653.4,654.57,36648
2058-02-26,653.4,657,649.17,656.55,50418
2058-02-27,659.7,661.05,648,648.45,73683
2058-02-28,648,654.48,646.29,652.23,48222
2058-03-01,648.45,653.4,647.1,652.68,24543
2058-03-02,652.05,653.13,650.07,650.43,23985
2058-03-03,647.64,648.45,639.9,642.33,73890
2058-03-04,641.25,646.65,640.8,643.86,46197
2058-03-05,644.85,647.1,641.34,641.79,32202
2058-03-06,636.75,639.9,633.15,636.48,65115
2058-03-07,632.7,636.75,629.1,632.7,64647
2058-03-08,634.95,640.35,634.05,638.73,55476
2058-03-09,640.8,657.45,640.8,648.72,116622
2058-03-10,645.75,648.9,641.25,643.5,51480
2058-03-11,648.9,655.65,646.65,650.61,43659
2058-03-12,653.4,657,648,651.78,44433
2058-03-13,652.5,653.85,649.8,651.15,42903
2058-03-14,647.1,673.2,646.2,668.97,84933
2058-03-15,657.9,666.9,657.9,662.76,20403
2058-03-16,660.6,662.4,657.9,659.97,4392
2058-03-17,660.6,664.65,659.97,663.93,1269
2058-03-18,660.6,675,666,673.2,9
2058-03-19,672.75,677.25,665.1,677.25,3906
2058-03-20,677.25,677.25,669.6,669.6,1809
2058-03-21,668.25,669.15,658.8,660.15,2601
2058-03-22,657,668.7,657,667.53,648
2058-03-23,667.8,673.29,663.75,673.29,648
2058-03-24,684.81,688.5,681.75,686.7,44028
2058-03-25,686.16,690.3,683.1,688.77,28071
2058-03-26,685.8,688.05,684.9,685.53,54747
2058-03-27,682.65,689.76,677.7,688.05,34227
2058-03-28,690.39,691.02,683.55,684.9,22959
2058-03-29,682.2,685.53,681.3,682.65,32004
2058-03-30,682.2,683.55,678.69,679.86,56745
2058-03-31,684,686.7,680.85,682.2,20727
2058-04-01,684,686.25,682.2,684,19548
2058-04-02,684,684.45,680.85,681.39,13698
2058-04-03,679.5,680.4,675.18,675.63,56088
2058-04-04,674.1,674.55,668.7,668.79,41679
2058-04-05,668.79,682.65,668.79,676.35,30402
2058-04-06,675.54,680.85,674.55,678.42,84429
2058-04-07,677.7,678.6,666,666.72,40950
2058-04-08,669.15,672.75,666.45,667.26,73548
2058-04-09,669.15,671.4,661.95,662.67,44883
2058-04-10,666,667.8,662.49,665.64,37737
2058-04-11,664.65,665.55,661.5,662.04,48933
2058-04-12,662.4,673.2,662.4,663.93,28989
2058-04-13,662.4,668.7,660.6,667.62,33624
2058-04-14,668.7,669.15,664.2,665.1,36333
2058-04-15,669.6,671.85,667.8,670.95,29592
2058-04-16,672.3,672.3,666.54,667.89,19125
2058-04-17,666.45,667.8,665.1,666.72,13635
2058-04-18,665.1,665.1,655.92,657,97614
2058-04-19,660.51,670.5,659.7,666.9,73530
2058-04-20,666.45,675.9,666.45,671.85,89811
2058-04-21,673.2,677.61,669.15,671.4,41769
2058-04-22,671.85,678.15,668.7,677.34,33975
2058-04-23,677.25,679.5,674.1,675.99,32535
2058-04-24,674.1,678.6,672.3,678.15,50166
2058-04-25,674.55,675.9,668.7,671.85,29070
2058-04-26,675,677.7,671.76,674.55,36333
2058-04-27,676.8,678.15,670.05,675,19746
2058-04-28,673.2,674.55,670.5,670.59,51624
2058-04-29,670.05,676.8,668.25,673.65,25632
2058-04-30,673.2,673.2,669.69,670.05,43578
2058-05-01,669.15,674.1,668.7,671.22,59607
2058-05-02,674.1,675,665.55,668.34,63063
2058-05-03,668.25,669.6,660.6,664.65,40896
2058-05-04,663.3,666,660.6,660.78,41697
2058-05-05,663.3,664.2,656.1,658.89,32247
2058-05-06,661.05,664.2,657.18,657.9,89055
2058-05-07,662.4,663.3,637.65,644.85,48069
2058-05-08,648,652.05,645.3,650.07,59094
2058-05-09,652.5,661.05,650.7,659.97,60777
2058-05-10,660.42,669.6,654.3,657.9,11322
2058-05-11,656.1,662.4,656.1,658.8,8793
2058-05-12,660.6,671.4,660.6,669.33,1341
2058-05-13,670.5,670.95,664.2,670.14,756
2058-05-14,670.5,670.5,666.9,667.8,1152
2058-05-15,668.25,669.6,664.65,664.83,918
2058-05-16,666.9,669.15,665.82,665.82,684
2058-05-17,666.9,666.9,657.45,657.45,207
2058-05-18,658.35,661.86,658.35,661.5,243
2058-05-19,654.3,661.95,654.3,661.77,243
2058-05-20,686.7,694.35,686.7,692.28,159453
2058-05-21,692.1,704.25,689.4,701.55,190170
2058-05-22,701.55,701.55,697.5,698.85,94239
2058-05-23,696.15,696.15,684,685.35,103302
2058-05-24,681.75,683.91,676.35,680.4,86760
2058-05-25,681.3,685.8,676.8,680.49,52407
2058-05-26,679.5,682.65,673.65,674.19,36216
2058-05-27,672.3,672.3,664.2,667.8,143154
2058-05-28,668.7,671.13,665.55,668.25,38421
2058-05-29,666.27,667.8,657.9,660.15,118161
2058-05-30,662.4,666.81,660.15,665.82,38718
2058-05-31,665.82,667.8,648,653.31,123480
2058-06-01,652.95,656.01,652.05,653.85,44253
2058-06-02,656.1,658.35,655.2,655.47,24759
2058-06-03,648.9,650.25,639.45,642.15,75150
2058-06-04,644.4,646.65,642.15,645.3,40671
2058-06-05,647.19,649.35,642.33,648.54,45441
2058-06-06,651.42,653.4,647.55,650.7,47412
2058-06-07,650.7,657.45,650.7,657,47088
2058-06-08,661.05,661.5,652.05,656.01,56331
2058-06-09,656.1,656.28,647.1,650.25,52515
2058-06-10,650.25,650.25,638.1,648.9,69750
2058-06-11,646.65,649.35,640.35,642.24,46944
2058-06-12,643.5,646.65,640.8,645.21,45351
2058-06-13,647.1,651.6,645.75,651.24,46566
2058-06-14,650.7,652.5,639.9,645.84,52623
2058-06-15,645.84,645.84,633.6,637.92,92043
2058-06-16,635.85,642.15,635.4,636.75,53892
2058-06-17,637.2,640.35,636.3,637.74,41409
2058-06-18,636.75,638.82,632.7,637.2,42786
2058-06-19,637.2,640.8,637.2,639.72,63027
2058-06-20,640.8,643.5,638.55,642.33,79875
2058-06-21,642.33,644.4,633.6,635.85,17163
2058-06-22,640.8,647.55,638.1,646.92,4167
2058-06-23,646.11,648.81,642.6,642.6,2169
2058-06-24,643.95,645.21,639,643.5,450
2058-06-25,648,648.9,644.4,647.1,1755
2058-06-26,641.25,643.5,634.5,634.5,225
2058-06-27,639,639,634.5,635.4,90
2058-06-28,636.3,637.2,632.52,632.52,369
2058-06-29,637.65,637.65,627.3,631.8,135
2058-06-30,629.1,631.8,629.1,631.53,135
2058-07-01,649.8,652.05,646.65,649.08,28638
2058-07-02,648,650.7,645.12,647.82,33930
2058-07-03,648.45,660.15,648,653.85,113157
2058-07-04,653.85,654.75,648.9,650.97,26370
2058-07-05,650.7,651.6,648.45,650.7,23814
2058-07-06,655.2,658.8,653.4,658.44,54162
2058-07-07,660.15,661.05,652.5,657.36,49068
2058-07-08,657.36,659.7,650.7,651.42,47034
2058-07-09,650.25,657,650.25,651.15,42957
2058-07-10,649.35,652.95,648.9,649.08,28107
2058-07-11,652.95,655.2,651.78,653.49,24705
2058-07-12,652.95,653.85,650.43,650.79,15102
2058-07-13,653.4,657,650.7,656.73,58590
2058-07-14,657.45,659.7,654.75,658.89,50481
2058-07-15,659.7,662.85,657.09,662.04,80037
2058-07-16,661.5,661.5,651.6,652.05,85203
2058-07-17,655.2,665.1,654.75,660.24,115884
2058-07-18,658.35,662.85,656.1,660.78,54405
2058-07-19,659.7,661.05,657,658.08,35865
2058-07-20,659.25,660.6,657.45,657.9,36513
2058-07-21,658.08,658.8,649.35,651.33,81846
2058-07-22,650.7,653.4,647.1,649.08,48006
2058-07-23,651.15,654.3,650.25,652.68,50094
2058-07-24,655.2,663.3,655.2,662.76,123642
2058-07-25,662.76,665.1,659.7,660.42,73404
2058-07-26,659.25,661.05,656.1,658.35,53298
2058-07-27,659.25,662.4,649.35,650.16,82170
2058-07-28,654.75,656.55,652.95,653.94,39411
2058-07-29,653.85,654.75,651.6,652.77,45018
2058-07-30,652.68,655.2,652.5,653.58,54810
2058-07-31,653.4,655.2,652.05,654.3,61407
2058-08-01,653.4,654.3,645.75,648.81,91053
2058-08-02,649.8,662.4,649.8,660.51,17982
2058-08-03,659.7,670.5,659.34,667.8,10944
2058-08-04,662.4,666.9,662.4,664.11,3816
2058-08-05,660.6,665.91,660.6,663.75,1251
2058-08-06,662.4,664.2,661.95,663.3,594
2058-08-07,659.79,662.13,657.9,661.95,387
2058-08-08,660.15,660.15,654.75,656.55,567
2058-08-09,660.15,660.15,653.4,655.2,522
2058-08-10,659.7,659.7,633.15,657,711
2058-08-11,643.5,643.5,639,640.35,459
2058-08-12,641.25,642.6,639.9,640.26,459
2058-08-13,664.2,665.1,659.7,664.2,12636
2058-08-14,663.3,667.8,659.7,660.51,18981
2058-08-15,662.4,663.3,659.25,661.32,8109
2058-08-16,660.6,676.35,660.24,668.16,26820
2058-08-17,667.26,669.15,664.65,667.62,5472
2058-08-18,666.9,673.65,666.9,673.02,6651
2058-08-19,677.7,679.5,673.2,674.1,17055
2058-08-20,670.59,673.02,668.25,671.22,3465
2058-08-21,673.2,675.9,670.5,671.22,4797
2058-08-22,670.05,674.01,669.15,671.04,6516
2058-08-23,674.1,680.22,673.65,679.32,12996
2058-08-24,679.5,682.65,676.8,679.05,8091
2058-08-25,679.05,679.05,672.3,674.73,7857
2058-08-26,675.9,679.5,672.75,678.87,5841
2058-08-27,679.95,680.85,676.8,679.14,7227
2058-08-28,678.6,678.6,671.4,674.73,13221
2058-08-29,675.9,677.25,671.4,676.62,9711
2058-08-30,675.45,678.6,673.29,675.54,4743
2058-08-31,675.54,675.54,670.95,673.47,3420
2058-09-01,670.68,680.4,670.05,678.87,8010
2058-09-02,677.7,678.6,665.1,668.79,12681
2058-09-03,665.1,669.6,662.67,668.25,7497
2058-09-04,666.9,666.9,660.15,663.39,9135
2058-09-05,668.25,674.55,667.8,673.11,13635
2058-09-06,670.05,673.83,670.05,673.56,3915
2058-09-07,671.76,671.76,669.15,670.32,1800
2058-09-08,669.15,672.3,668.7,671.94,3123
2058-09-09,670.5,670.5,661.5,664.2,6300
2058-09-10,664.65,664.65,659.7,662.22,22518
2058-09-11,664.2,664.2,659.7,662.85,7695
2058-09-12,665.55,666,662.85,664.11,6300
2058-09-13,664.11,664.2,662.85,663.21,4896
2058-09-14,662.85,662.85,656.1,657.9,8793
2058-09-15,654.75,656.1,648.45,650.43,19764
2058-09-16,653.4,657,650.43,657,6381
2058-09-17,663.75,666,657.9,659.07,11439
2058-09-18,652.05,654.75,648.45,654.3,16488
2058-09-19,657.9,659.52,655.2,658.8,4941
2058-09-20,660.15,661.5,650.7,651.6,6390
2058-09-21,653.76,657.9,650.7,656.37,4707
2058-09-22,657,658.8,650.7,652.86,5103
2058-09-23,653.4,657,650.7,656.73,2079
2058-09-24,657.45,657.9,651.33,655.11,2961
2058-09-25,657.9,658.35,654.75,655.47,2133
2058-09-26,653.85,654.3,651.51,652.95,4572
2058-09-27,652.05,666.9,650.7,665.19,17100
2058-09-28,660.6,662.85,658.08,658.62,9369
2058-09-29,658.35,661.77,657,659.7,12303
2058-09-30,658.35,661.68,655.29,660.87,6174
2058-10-01,660.87,663.75,659.7,660.87,7227
2058-10-02,658.8,659.25,646.65,647.64,14535
2058-10-03,647.1,659.16,646.2,656.01,22050
2058-10-04,650.7,654.3,640.8,644.4,4572
2058-10-05,644.4,647.1,640.8,647.1,2025
2058-10-06,642.15,642.15,625.5,634.86,711
2058-10-07,639,639.9,634.5,634.86,423
2058-10-08,638.1,638.1,624.6,624.6,423
2058-10-09,621.99,628.2,619.65,619.65,162
2058-10-10,630,630,621.09,623.34,198
2058-10-11,621,624.51,621,624.42,126
2058-10-12,625.41,625.41,617.4,617.4,63
2058-10-13,622.8,622.8,613.8,616.95,180
2058-10-14,620.55,621,618.75,618.75,225
2058-10-15,627.3,630.9,621.18,621.18,99
2058-10-16,640.8,645.75,640.35,644.76,43704
2058-10-17,644.4,649.08,643.5,644.85,55899
2058-10-18,644.94,645.3,639.9,640.98,45594
2058-10-19,642.6,643.05,639.54,642.42,34911
2058-10-20,642.6,645.75,642.24,644.67,31500
2058-10-21,644.4,644.49,637.74,640.08,76464
2058-10-22,643.05,652.05,641.79,649.62,129843
2058-10-23,649.35,654.75,646.65,651.15,101070
2058-10-24,648.45,650.25,642.15,646.74,77373
2058-10-25,648.09,650.7,644.85,649.17,40860
2058-10-26,649.8,652.05,642.6,643.68,58122
2058-10-27,643.77,647.55,639.99,647.19,57699
2058-10-28,647.55,649.71,643.05,645.12,46575
2058-10-29,647.01,651.96,645.75,648.45,77643
2058-10-30,648.45,652.5,646.65,650.88,65853
2058-10-31,651.15,655.65,649.8,654.93,73098
2058-11-01,654.3,654.3,648.9,651.42,54468
2058-11-02,651.6,652.05,648.81,648.99,32769
2058-11-03,648.9,651.6,646.65,648.81,67041
2058-11-04,647.55,649.35,646.65,648.63,61389
2058-11-05,639,639,626.85,629.37,184581
2058-11-06,632.52,635.4,632.25,634.23,48636
2058-11-07,634.05,636.66,633.15,636.57,56970
2058-11-08,636.3,641.25,636.3,638.01,77823
2058-11-09,638.1,639,636.39,637.38,78147
2058-11-10,638.82,639.9,637.2,639.81,90918
2058-11-11,639.81,642.6,638.1,640.53,109242
2058-11-12,639.99,639.99,630.45,632.88,97551
2058-11-13,632.88,636.3,631.35,633.6,19215
2058-11-14,633.6,636.75,631.8,635.58,8721
2058-11-15,635.85,640.35,635.85,638.55,6381
2058-11-16,636.3,636.3,632.07,633.42,5931
2058-11-17,633.42,633.42,622.8,625.05,3177
2058-11-18,625.5,625.5,605.25,613.8,1386
2058-11-19,613.8,616.5,609.57,611.73,675
2058-11-20,611.1,611.1,595.8,597.42,1179
2058-11-21,612,614.25,601.65,601.74,1539
2058-11-22,612,612,598.5,603.63,162
2058-11-23,612,613.35,607.68,609.03,58140
2058-11-24,606.6,614.7,604.8,612.45,66582
2058-11-25,614.25,616.5,608.4,610.02,54036
2058-11-26,607.05,608.4,602.1,602.55,59229
2058-11-27,599.85,601.65,591.75,597.42,91053
2058-11-28,600.3,602.55,594,595.08,59067
2058-11-29,602.1,604.8,597.78,604.71,50508
2058-11-30,604.35,606.6,600.3,605.7,42687
2058-12-01,608.85,612,607.05,610.92,43389
2058-12-02,611.46,615.06,604.08,606.87,42318
2058-12-03,606.87,608.85,605.25,608.13,14139
2058-12-04,611.1,614.25,603,603.18,51759
2058-12-05,602.55,604.8,601.74,604.35,32238
2058-12-06,603.9,606.15,602.1,603.63,21627
2058-12-07,602.82,610.65,602.1,607.86,59301
2058-12-08,607.5,620.1,605.7,616.41,155448
2058-12-09,614.25,616.95,605.7,609.57,74349
2058-12-10,604.8,604.8,600.3,602.1,50850
2058-12-11,597.6,597.6,587.7,594.36,97263
2058-12-12,593.1,594.45,589.68,590.22,43065
2058-12-13,589.95,597.6,586.8,589.14,67572
2058-12-14,589.14,593.55,589.14,592.92,34605
2058-12-15,591.3,596.7,591.3,593.73,31428
2058-12-16,594,595.8,592.65,595.62,23652
2058-12-17,595.8,598.05,590.49,597.42,64512
2058-12-18,599.4,600.3,592.65,595.17,39177
2058-12-19,594.9,595.62,587.7,589.41,66357
2058-12-20,588.6,592.65,581.85,582.93,79938
2058-12-21,580.5,586.62,580.41,584.82,59562
2058-12-22,585.9,588.6,584.64,586.89,41292
2058-12-23,588.15,595.35,587.34,594.72,72540
2058-12-24,591.75,593.55,589.86,593.01,30591
2058-12-25,594.36,597.6,589.95,596.88,52398
2058-12-26,604.35,607.95,602.55,604.8,105741
2058-12-27,603,604.44,601.2,603.18,42093
2058-12-28,603.18,603.45,598.5,598.95,38484
2058-12-29,599.85,603,598.5,599.13,45126
2058-12-30,598.5,599.13,594.9,597.33,49509
2058-12-31,601.2,607.5,599.4,607.14,80298
2059-01-01,607.14,611.73,604.8,607.77,66897
2059-01-02,603.9,604.8,600.3,603.99,34290
2059-01-03,603.99,604.35,600.75,601.29,26919
2059-01-04,598.5,599.85,592.2,596.16,80937
2059-01-05,594,594.45,590.4,593.46,90828
2059-01-06,593.46,594.45,588.15,588.87,86247
2059-01-07,587.25,587.25,576.9,577.53,90729
2059-01-08,578.7,581.85,572.4,575.1,67005
2059-01-09,574.65,581.4,574.65,577.26,18441
2059-01-10,576.45,576.81,567.45,567.9,6723
2059-01-11,572.85,576,572.4,576,1917
2059-01-12,581.22,581.4,576,576,2988
2059-01-13,581.85,581.85,581.85,581.85,1089
2059-01-14,585.9,594,585.9,593.55,621
2059-01-15,595.8,601.2,586.8,593.19,432
2059-01-16,589.5,591.12,589.5,591.12,54
2059-01-17,591.3,592.2,588.6,592.2,117
2059-01-18,593.1,596.25,593.1,596.07,90
2059-01-19,598.05,598.05,592.2,593.28,90
2059-01-20,614.25,614.61,611.55,613.89,20529
2059-01-21,615.15,619.65,613.8,617.4,94878
2059-01-22,620.1,630,619.65,629.55,150750
2059-01-23,629.1,638.55,627.3,638.28,204912
2059-01-24,634.5,636.3,631.89,634.86,65142
2059-01-25,633.6,636.66,632.25,636.21,43974
2059-01-26,635.85,635.85,630.45,631.53,39933
2059-01-27,630.36,630.45,623.7,623.97,52749
2059-01-28,625.05,628.65,622.89,627.12,29556
2059-01-29,625.5,625.95,621.45,624.24,37656
2059-01-30,624.24,625.77,621.18,621.54,32787
2059-01-31,618.75,626.4,617.85,625.59,91548
2059-02-01,628.65,630.9,626.04,628.56,41103
2059-02-02,631.35,633.42,630,632.07,31383
2059-02-03,612.9,612.9,605.07,605.07,134478
2059-02-04,607.5,608.4,595.8,607.14,122139
2059-02-05,605.7,606.15,597.6,600.48,59103
2059-02-06,595.8,599.4,589.5,590.04,69264
2059-02-07,580.77,584.1,563.04,563.76,118206
2059-02-08,544.5,564.3,544.5,559.98,107109
2059-02-09,565.2,567,556.65,558.9,42633
2059-02-10,562.5,567.9,558.45,561.6,37413
2059-02-11,561.51,564.3,559.35,560.52,22446
2059-02-12,559.8,563.4,558.81,561.69,29358
