"Index","Open","High","Low","Close","Volume"
2058-01-01,18582,18604,18560,18566,14412
2058-01-02,18638,18688,18634,18672,39344
2058-01-03,18668,18710,18646,18674,11320
2058-01-04,18630,18644,18596,18600,15776
2058-01-05,18588,18624,18576,18596,11980
2058-01-06,18622,18648,18592,18642,10766
2058-01-07,18604,18626,18584,18622,8030
2058-01-08,18594,18596,18508,18522,37138
2058-01-09,18526,18560,18496,18502,33082
2058-01-10,18474,18542,18454,18536,37454
2058-01-11,18496,18596,18472,18564,39952
2058-01-12,18594,18650,18594,18618,31642
2058-01-13,18584,18630,18578,18622,15094
2058-01-14,18526,18538,18476,18496,27468
2058-01-15,18508,18508,18462,18494,12458
2058-01-16,18426,18460,18396,18400,29634
2058-01-17,18316,18356,18302,18340,40604
2058-01-18,18382,18438,18376,18420,44456
2058-01-19,18358,18376,18334,18342,22852
2058-01-20,18342,18356,18292,18296,39548
2058-01-21,18364,18376,18310,18324,65420
2058-01-22,18296,18310,18200,18228,51808
2058-01-23,18174,18186,18140,18156,26502
2058-01-24,18176,18208,18132,18144,21408
2058-01-25,18126,18146,18092,18106,15052
2058-01-26,18094,18112,18094,18106,13274
2058-01-27,18384,18396,18340,18370,28150
2058-01-28,18392,18614,18390,18556,84870
2058-01-29,18432,18446,18392,18410,35714
2058-01-30,18424,18444,18410,18418,10110
2058-01-31,18438,18540,18420,18534,28086
2058-02-01,18358,18364,18302,18308,47472
2058-02-02,18286,18334,18264,18278,26684
2058-02-03,18234,18272,18220,18236,22874
2058-02-04,18114,18168,18098,18152,35950
2058-02-05,18160,18188,18136,18142,32990
2058-02-06,18082,18116,18028,18058,51164
2058-02-07,18130,18140,18094,18122,23770
2058-02-08,18100,18134,18058,18060,22222
2058-02-09,18120,18176,18114,18168,53162
2058-02-10,18160,18170,18110,18112,20364
2058-02-11,18086,18106,18076,18082,15188
2058-02-12,18116,18164,18112,18150,23034
2058-02-13,18096,18108,18046,18078,23814
2058-02-14,18072,18084,18066,18076,5328
2058-02-15,17968,17988,17952,17974,30088
2058-02-16,17976,17996,17954,17964,24418
2058-02-17,17980,17998,17958,17960,21498
2058-02-18,17922,17956,17896,17914,23902
2058-02-19,17858,17890,17852,17874,20334
2058-02-20,17860,17952,17844,17932,28860
2058-02-21,17874,17894,17812,17828,35598
2058-02-22,17858,17872,17828,17840,18450
2058-02-23,17774,17798,17746,17748,36156
2058-02-24,17600,17648,17600,17626,30740
2058-02-25,17706,17714,17600,17612,32024
2058-02-26,17584,17714,17576,17660,35172
2058-02-27,17700,17706,17614,17644,31330
2058-02-28,17678,17820,17662,17748,41036
2058-03-01,17770,17794,17644,17666,36638
2058-03-02,17646,17694,17588,17624,23482
2058-03-03,17644,17676,17626,17644,24100
2058-03-04,17970,18066,17890,17916,124468
2058-03-05,17974,18030,17952,17968,49290
2058-03-06,18086,18110,18050,18106,56354
2058-03-07,18046,18080,17966,18012,37820
2058-03-08,18036,18074,17970,17982,28952
2058-03-09,17982,18066,17966,18058,29134
2058-03-10,18104,18156,18032,18076,33930
2058-03-11,18018,18052,17990,18000,25826
2058-03-12,18024,18040,17976,17988,16230
2058-03-13,18056,18100,17966,17982,27024
2058-03-14,17946,18036,17946,18022,22674
2058-03-15,18018,18044,17952,17986,22744
2058-03-16,17826,17856,17782,17798,54722
2058-03-17,17786,17828,17778,17812,24540
2058-03-18,17728,17736,17684,17688,25388
2058-03-19,17614,17630,17450,17474,60266
2058-03-20,17552,17760,17548,17682,78278
2058-03-21,17686,17744,17668,17716,31194
2058-03-22,17732,17868,17670,17822,44970
2058-03-23,17852,17856,17718,17720,42064
2058-03-24,17690,17706,17642,17652,64878
2058-03-25,17686,17700,17640,17650,36420
2058-03-26,17740,17758,17692,17706,18598
2058-03-27,17672,17678,17612,17646,18596
2058-03-28,17710,17720,17544,17558,11870
2058-03-29,17550,17574,17546,17568,13470
2058-03-30,17794,17864,17742,17788,24078
2058-03-31,17752,17802,17728,17758,22168
2058-04-01,17714,17742,17698,17708,17840
2058-04-02,17738,17766,17724,17742,9288
2058-04-03,17494,17510,17380,17500,34738
2058-04-04,17424,17442,17394,17400,19626
2058-04-05,17388,17474,17372,17426,19132
2058-04-06,17446,17512,17420,17484,30062
2058-04-07,17410,17434,17296,17358,42254
2058-04-08,17428,17494,17400,17462,43184
2058-04-09,17508,17560,17474,17532,40978
2058-04-10,17438,17460,17416,17442,21476
2058-04-11,17366,17400,17342,17344,17252
2058-04-12,17474,17506,17364,17392,31662
2058-04-13,17340,17376,17324,17340,17484
2058-04-14,17318,17326,17240,17246,40028
2058-04-15,17186,17280,17182,17268,23038
2058-04-16,17208,17334,17178,17320,38772
2058-04-17,17248,17254,17176,17222,36954
2058-04-18,17086,17108,17064,17076,43796
2058-04-19,16954,16978,16914,16920,28328
2058-04-20,16898,16910,16806,16832,54026
2058-04-21,16970,16988,16874,16930,73590
2058-04-22,16884,16886,16828,16854,20288
2058-04-23,16676,16690,16532,16614,55484
2058-04-24,16516,16574,16480,16500,42060
2058-04-25,16528,16580,16498,16550,26388
2058-04-26,16560,16606,16490,16562,30034
2058-04-27,16462,16544,16458,16522,22496
2058-04-28,16464,16474,16422,16428,27726
2058-04-29,16286,16338,16240,16252,57268
2058-04-30,16254,16298,16220,16260,54230
2058-05-01,16176,16560,16106,16346,83828
2058-05-02,16390,16420,16350,16380,69308
2058-05-03,16326,16400,16302,16328,25544
2058-05-04,16222,16252,16176,16184,30214
2058-05-05,16162,16184,16112,16136,31816
2058-05-06,16182,16228,16152,16164,24740
2058-05-07,16158,16216,16156,16208,25036
2058-05-08,16192,16214,16120,16124,31608
2058-05-09,16326,16408,16282,16358,55172
2058-05-10,16362,16372,16266,16274,33992
2058-05-11,16418,16490,16400,16422,52796
2058-05-12,16446,16504,16420,16498,30924
2058-05-13,16552,16592,16342,16428,78368
2058-05-14,16548,16628,16532,16596,46758
2058-05-15,16604,16690,16546,16686,50672
2058-05-16,16588,16618,16520,16524,40462
2058-05-17,16436,16452,16394,16400,39240
2058-05-18,16490,16526,16472,16520,29410
2058-05-19,16458,16550,16456,16532,29770
2058-05-20,16512,16518,16392,16428,36190
2058-05-21,16434,16464,16430,16456,85472
2058-05-22,16436,16452,16412,16430,26486
2058-05-23,16338,16374,16310,16366,32246
2058-05-24,16310,16318,16204,16208,23146
2058-05-25,16160,16234,16124,16212,16666
2058-05-26,16198,16206,16180,16182,18528
2058-05-27,16198,16182,16182,16182,2
2058-05-28,16502,16572,16352,16360,53128
2058-05-29,16426,16550,16418,16474,48304
2058-05-30,16452,16494,16446,16472,12638
2058-05-31,16394,16394,16312,16368,39774
2058-06-01,16298,16320,16270,16312,38358
2058-06-02,16360,16398,16336,16386,27232
2058-06-03,16358,16380,16324,16356,26398
2058-06-04,16340,16670,16340,16644,96244
2058-06-05,16540,16572,16370,16390,67328
2058-06-06,16486,16496,16444,16486,33532
2058-06-07,16290,16312,16254,16258,59002
2058-06-08,16112,16114,16052,16094,54864
2058-06-09,16018,16044,15972,16006,37190
2058-06-10,15956,15992,15902,15922,27832
2058-06-11,16060,16086,15980,16050,41298
2058-06-12,16004,16044,15990,16020,26030
2058-06-13,15990,16002,15950,15962,16230
2058-06-14,15986,16018,15956,16006,19102
2058-06-15,16034,16076,16032,16046,18558
2058-06-16,16050,16070,15990,16008,42698
2058-06-17,16016,16026,15994,16018,13594
2058-06-18,16096,16110,16032,16094,30806
2058-06-19,15980,15996,15960,15962,26962
2058-06-20,15982,15994,15970,15986,17162
2058-06-21,15974,16016,15954,15980,18470
2058-06-22,16036,16044,15944,15952,30834
2058-06-23,15892,15920,15862,15866,27058
2058-06-24,15884,15908,15864,15874,18680
2058-06-25,15882,15884,15832,15850,22774
2058-06-26,15844,15960,15830,15892,42996
2058-06-27,15884,15906,15856,15898,21046
2058-06-28,15914,15918,15862,15902,12646
2058-06-29,15990,16076,15988,16058,73118
2058-06-30,16102,16146,16064,16090,53084
2058-07-01,16248,16260,16214,16254,53138
2058-07-02,16480,16900,16478,16676,150328
2058-07-03,16934,16990,16840,16862,97676
2058-07-04,16856,16960,16830,16958,43748
2058-07-05,16936,17198,16924,17174,57992
2058-07-06,17376,17396,17264,17330,65074
2058-07-07,17440,17490,17320,17360,46758
2058-07-08,17280,17368,17250,17366,30846
2058-07-09,17646,17850,17592,17808,99938
2058-07-10,17658,17688,17546,17574,52624
2058-07-11,17320,17354,17276,17308,55722
2058-07-12,17336,17404,17322,17328,24412
2058-07-13,17234,17242,17176,17184,27380
2058-07-14,17326,17394,17292,17324,29456
2058-07-15,17244,17304,17208,17230,16970
2058-07-16,17210,17304,17204,17244,23890
2058-07-17,17198,17206,17164,17182,25198
2058-07-18,17286,17298,17224,17262,20856
2058-07-19,17232,17270,17212,17232,15840
2058-07-20,17314,17348,17296,17322,20366
2058-07-21,17284,17490,17266,17466,49356
2058-07-22,17800,17838,17696,17706,115312
2058-07-23,17790,17950,17752,17822,35586
2058-07-24,17974,18040,17948,18018,38838
2058-07-25,17520,17588,17490,17520,15126
2058-07-26,17480,17500,17402,17412,12288
2058-07-27,17560,17632,17560,17616,14326
2058-07-28,17616,17616,17616,17616,18
2058-07-29,17616,17616,17616,17616,2
2058-07-30,17860,17878,17704,17770,40208
2058-07-31,17664,17684,17618,17652,16168
2058-08-01,17550,17610,17510,17602,21818
2058-08-02,17636,17650,17604,17610,29616
2058-08-03,17792,17838,17720,17762,21506
2058-08-04,17810,17900,17780,17856,31972
2058-08-05,17680,17702,17630,17654,36324
2058-08-06,17664,17700,17644,17652,20820
2058-08-07,17592,17628,17582,17598,21786
2058-08-08,17674,17688,17640,17652,24150
2058-08-09,17684,17830,17672,17792,40236
2058-08-10,17976,18000,17908,17912,54570
2058-08-11,17920,17978,17892,17906,27932
2058-08-12,17900,17920,17854,17906,14838
2058-08-13,17876,17908,17834,17844,18682
2058-08-14,17752,17766,17696,17712,28810
2058-08-15,17708,17764,17682,17692,19394
2058-08-16,17650,17680,17384,17464,82118
2058-08-17,17440,17480,17324,17462,57582
2058-08-18,17342,17384,17334,17370,20974
2058-08-19,17410,17514,17348,17420,31494
2058-08-20,17392,17444,17340,17358,15662
2058-08-21,17378,17500,17360,17482,39456
2058-08-22,17502,17504,17376,17426,31308
2058-08-23,17422,17422,17334,17354,19482
2058-08-24,17326,17326,17212,17216,41064
2058-08-25,17202,17220,17094,17122,62724
2058-08-26,17112,17132,16992,16996,50626
2058-08-27,16936,17048,16922,16986,57868
2058-08-28,17024,17028,16950,16962,36232
2058-08-29,16910,17080,16886,16996,54650
2058-08-30,16956,17030,16954,17004,28184
2058-08-31,16958,16964,16840,16860,44426
2058-09-01,16826,16976,16822,16940,49086
2058-09-02,16980,17064,16932,16972,43676
2058-09-03,17116,17620,17114,17532,102856
2058-09-04,17336,17378,17268,17316,53410
2058-09-05,17356,17360,17220,17246,27640
2058-09-06,17308,17426,17256,17374,39410
2058-09-07,17214,17240,17000,17020,53634
2058-09-08,16938,17200,16934,17038,79214
2058-09-09,17040,17108,17008,17038,22884
2058-09-10,16984,17006,16952,16988,18350
2058-09-11,17052,17084,16960,17066,37298
2058-09-12,17048,17132,17036,17120,26080
2058-09-13,17216,17296,16958,16962,77584
2058-09-14,16958,16968,16876,16880,44094
2058-09-15,16980,17024,16900,16976,30330
2058-09-16,16830,16916,16826,16870,33256
2058-09-17,16880,16948,16820,16828,39316
2058-09-18,16776,16804,16524,16562,82318
2058-09-19,16472,16510,16454,16498,40592
2058-09-20,16534,16612,16506,16552,50598
2058-09-21,16624,16642,16490,16534,56800
2058-09-22,16544,16594,16464,16538,62928
2058-09-23,16550,16572,16520,16526,46242
2058-09-24,16890,16940,16796,16812,58298
2058-09-25,16820,16820,16760,16766,22278
2058-09-26,16800,16820,16680,16728,15680
2058-09-27,16524,16564,16440,16542,13722
2058-09-28,16640,16652,16620,16636,16830
2058-09-29,16800,16804,16686,16694,27120
2058-09-30,16836,16886,16718,16750,28996
2058-10-01,16702,16736,16550,16624,54754
2058-10-02,16508,16618,16504,16600,36878
2058-10-03,16630,16696,16570,16598,28392
2058-10-04,16910,16920,16794,16822,48618
2058-10-05,16748,16758,16646,16734,37834
2058-10-06,16754,16760,16672,16678,33340
2058-10-07,16694,16736,16674,16706,12496
2058-10-08,16678,16820,16672,16784,44448
2058-10-09,16748,16758,16696,16722,33840
2058-10-10,16700,16722,16564,16600,48186
2058-10-11,16544,16588,16490,16546,38172
2058-10-12,16566,16604,16550,16564,14144
2058-10-13,16570,16592,16472,16478,29666
2058-10-14,16690,16704,16632,16660,84314
2058-10-15,16662,16698,16640,16664,21814
2058-10-16,16784,16870,16754,16838,78750
2058-10-17,16620,16624,16564,16586,46920
2058-10-18,16616,16662,16608,16648,14136
2058-10-19,16772,16846,16760,16838,62932
2058-10-20,16764,16794,16706,16708,36010
2058-10-21,16616,16648,16592,16632,26476
2058-10-22,16714,16776,16672,16684,36000
2058-10-23,16696,16718,16676,16680,23842
2058-10-24,16616,16622,16500,16530,65788
2058-10-25,16560,16668,16508,16530,69584
2058-10-26,16548,16576,16484,16488,26344
2058-10-27,16788,16960,16686,16736,124162
2058-10-28,16720,16814,16634,16656,52034
2058-10-29,16758,16792,16676,16720,39912
2058-10-30,16730,16766,16696,16718,28906
2058-10-31,16724,16744,16552,16556,39892
2058-11-01,16530,16552,16450,16464,51972
2058-11-02,16360,16424,16290,16342,60396
2058-11-03,16314,16366,16290,16322,32944
2058-11-04,16314,16322,16168,16184,57912
2058-11-05,16222,16232,16156,16160,26218
2058-11-06,15976,16004,15880,15906,62494
2058-11-07,16032,16054,15912,15930,40908
2058-11-08,15894,16030,15794,16002,68364
2058-11-09,16030,16034,15944,15974,50644
2058-11-10,15988,15994,15938,15952,19076
2058-11-11,15766,15840,15754,15836,47850
2058-11-12,15834,15936,15760,15904,43542
2058-11-13,15970,16070,15844,15876,55116
2058-11-14,15796,15868,15784,15816,25152
2058-11-15,15820,15836,15704,15754,49378
2058-11-16,15798,15804,15724,15776,24804
2058-11-17,15558,15564,15494,15536,45852
2058-11-18,15606,15624,15554,15568,36000
2058-11-19,15564,15594,15546,15562,19720
2058-11-20,15480,15500,15426,15472,55514
2058-11-21,15464,15466,15340,15378,58632
2058-11-22,15340,15372,15316,15340,81114
2058-11-23,15378,15458,15374,15448,67436
2058-11-24,15560,15578,15460,15472,43070
2058-11-25,15472,15504,15368,15376,12880
2058-11-26,15384,15402,15324,15336,21512
2058-11-27,15262,15310,15256,15296,12310
2058-11-28,15462,15512,15456,15510,17078
2058-11-29,15980,16010,15900,15952,100024
2058-11-30,15736,15780,15646,15668,33848
2058-12-01,15512,15568,15506,15560,20160
2058-12-02,15586,15666,15560,15650,12748
2058-12-03,15604,15616,15572,15596,9044
2058-12-04,15534,15630,15534,15622,20808
2058-12-05,15594,15596,15518,15530,21914
2058-12-06,15520,15556,15470,15472,15994
2058-12-07,15162,15166,15070,15104,45856
2058-12-08,15130,15172,15068,15098,31224
2058-12-09,15234,15436,15220,15426,80078
2058-12-10,15130,15276,15126,15204,55966
2058-12-11,15366,15414,15260,15270,50152
2058-12-12,15258,15262,15154,15194,30472
2058-12-13,15308,15368,15288,15318,30034
2058-12-14,15408,15446,15316,15402,39802
2058-12-15,15424,15564,15418,15548,58054
2058-12-16,15700,15726,15606,15610,60724
2058-12-17,15586,15702,15584,15700,49474
2058-12-18,15794,15886,15722,15882,68228
2058-12-19,15884,15892,15780,15834,54192
2058-12-20,15966,16052,15900,16044,103792
2058-12-21,15976,16020,15872,15886,35780
2058-12-22,15940,16074,15932,16064,36642
2058-12-23,16032,16150,15966,16144,52452
2058-12-24,16078,16126,16004,16022,43882
2058-12-25,15812,15884,15782,15830,58376
2058-12-26,15890,15918,15848,15912,33634
2058-12-27,15998,16000,15932,15976,27344
2058-12-28,16152,16302,16146,16286,101216
2058-12-29,16358,16362,16228,16286,52532
2058-12-30,16200,16272,16136,16192,35456
2058-12-31,16122,16230,16100,16222,36974
2059-01-01,16272,16318,16186,16314,56746
2059-01-02,16202,16290,16172,16286,36358
2059-01-03,16354,16380,16090,16116,76102
2059-01-04,16010,16056,15994,16036,39528
2059-01-05,15958,15962,15812,15848,46318
2059-01-06,15946,15970,15852,15884,36612
2059-01-07,15912,15942,15840,15888,20890
2059-01-08,15740,15770,15646,15672,67448
2059-01-09,15568,15734,15564,15678,64810
2059-01-10,15678,15718,15632,15680,29804
2059-01-11,15724,15724,15550,15560,56256
2059-01-12,15696,15780,15632,15772,45766
2059-01-13,15870,15926,15840,15896,51500
2059-01-14,16012,16016,15948,15990,51196
2059-01-15,15888,15918,15870,15880,31562
2059-01-16,15892,15896,15780,15802,37898
2059-01-17,15718,15750,15650,15652,47568
2059-01-18,15714,15718,15584,15652,42442
2059-01-19,15636,15682,15604,15652,51500
2059-01-20,15678,15718,15662,15712,29322
2059-01-21,15460,15510,15440,15482,18628
2059-01-22,15470,15500,15432,15468,14664
2059-01-23,15582,15640,15534,15600,14180
2059-01-24,15426,15456,15412,15438,12620
2059-01-25,15610,15720,15606,15698,29678
2059-01-26,15548,15584,15520,15566,38234
2059-01-27,15598,15612,15458,15480,55378
2059-01-28,15488,15542,15472,15508,14224
2059-01-29,15544,15558,15510,15526,19978
2059-01-30,15560,15740,15554,15710,70714
2059-01-31,15704,15772,15610,15758,53908
2059-02-01,15620,15642,15500,15510,49750
2059-02-02,15344,15346,15284,15308,68242
2059-02-03,15178,15210,15124,15174,58294
2059-02-04,15146,15180,15100,15128,42902
2059-02-05,15110,15168,15090,15140,32740
2059-02-06,14940,15016,14912,14948,68424
2059-02-07,14994,15010,14978,14984,24356
2059-02-08,15142,15158,15084,15140,40528
2059-02-09,15176,15450,15172,15392,94044
2059-02-10,15160,15600,15094,15488,84514
2059-02-11,15592,15626,15566,15568,49990
2059-02-12,15530,15660,15518,15576,54084
2059-02-13,15548,15634,15494,15510,30928
2059-02-14,15300,15358,15276,15302,42602
2059-02-15,15318,15384,15278,15294,23578
2059-02-16,15244,15274,15220,15256,30534
2059-02-17,15350,15366,15322,15338,30074
2059-02-18,15426,15476,15398,15458,29860
2059-02-19,15470,15538,15440,15478,32002
2059-02-20,15522,15548,15326,15358,51500
2059-02-21,15206,15260,15202,15230,41352
2059-02-22,15254,15274,15218,15230,20736
2059-02-23,15208,15274,15200,15212,19930
2059-02-24,15224,15256,15130,15134,30770
2059-02-25,15084,15160,15066,15112,28150
2059-02-26,15100,15140,15094,15112,14294
2059-02-27,15186,15318,15168,15300,53610
2059-02-28,15170,15174,15086,15104,43520
2059-03-01,15124,15130,15072,15088,21728
2059-03-02,15162,15194,15120,15132,24918
2059-03-03,15188,15188,15122,15132,26076
2059-03-04,15068,15088,14982,14988,54672
2059-03-05,14962,15010,14948,14980,24022
2059-03-06,15002,15022,14954,15004,24720
2059-03-07,14972,15016,14924,14928,28856
2059-03-08,14810,14828,14720,14736,76450
2059-03-09,14704,14796,14696,14774,30080
2059-03-10,14854,14890,14772,14884,70066
2059-03-11,14766,14820,14764,14774,34956
2059-03-12,14568,14646,14530,14542,69616
2059-03-13,14582,14614,14534,14598,28078
2059-03-14,14464,14516,14424,14442,48084
2059-03-15,14464,14488,14424,14444,41822
2059-03-16,14374,14378,14340,14346,28650
2059-03-17,14428,14466,14412,14444,42432
2059-03-18,14528,14554,14434,14440,55906
2059-03-19,14480,14506,14438,14474,29702
2059-03-20,14368,14490,14304,14314,78692
2059-03-21,14260,14286,14220,14232,92696
2059-03-22,14290,14312,14244,14280,40014
2059-03-23,14208,14250,14126,14156,26462
2059-03-24,14124,14148,13894,13908,51148
2059-03-25,13838,13936,13820,13834,23156
2059-03-26,13656,13708,13656,13674,16536
2059-03-27,14040,14160,14000,14140,95614
2059-03-28,14640,14900,14544,14856,162376
2059-03-29,14804,14826,14640,14688,77828
2059-03-30,15024,15160,14840,14882,105908
2059-03-31,14610,14708,14608,14652,62474
2059-04-01,14646,14656,14514,14554,44518
2059-04-02,14430,14468,14308,14332,47854
2059-04-03,14312,14440,14210,14212,52584
2059-04-04,14262,14280,14150,14238,42272
2059-04-05,14258,14300,14240,14264,22692
2059-04-06,14540,14678,14500,14532,80468
2059-04-07,14622,14672,14552,14642,43426
2059-04-08,14374,14386,14250,14290,59450
2059-04-09,14384,14460,14380,14408,35244
2059-04-10,14548,14608,14514,14554,35180
2059-04-11,14460,14516,14434,14500,23008
2059-04-12,14386,14396,14266,14292,46398
2059-04-13,14346,14400,14294,14316,35256
2059-04-14,14196,14380,14176,14272,57986
2059-04-15,14296,14476,14280,14410,54922
2059-04-16,14328,14404,14302,14358,32428
2059-04-17,14470,14498,14368,14404,45468
2059-04-18,14434,14480,14396,14446,29196
2059-04-19,14486,14550,14478,14516,34892
2059-04-20,14426,14434,14344,14364,40618
2059-04-21,14206,14272,14184,14246,46882
2059-04-22,14348,14356,14232,14238,30112
2059-04-23,14160,14174,14140,14146,31410
2059-04-24,14198,14288,14160,14268,49968
2059-04-25,14180,14194,14084,14148,53228
2059-04-26,14176,14182,13984,14002,52812
2059-04-27,13954,13970,13892,13908,60108
2059-04-28,13836,13846,13788,13816,36046
2059-04-29,13880,13920,13842,13882,48674
2059-04-30,13974,13988,13924,13962,31072
2059-05-01,13914,13954,13884,13924,31484
2059-05-02,13800,13810,13732,13746,49780
2059-05-03,13726,13756,13706,13750,24278
2059-05-04,13644,13680,13632,13638,41224
2059-05-05,13822,13828,13716,13730,55096
2059-05-06,13796,13920,13792,13836,76664
2059-05-07,13856,13874,13710,13720,48498
2059-05-08,13726,13794,13714,13760,27832
